iban,date,amount,currency,category,description
GB82WEST12345698765432,2024-04-15,4877.38,GBP,salary,"Honorar"
GB82WEST12345698765432,2024-09-26,3856.51,GBP,salary,"Gehalt"
GB82WEST12345698765432,2023-03-23,-46.98,GBP,groceries,"Lidl"
NL91ABNA0417164300,2023-03-07,-237.58,EUR,utilities,"BT Broadband"
DE36200400300014000000,2023-09-09,-114.72,EUR,restaurants,"Nandos"
ES9121000418450200051332,2023-03-08,-13.78,EUR,entertainment,"Steam"
IT60X0542811101000000123456,2023-03-14,3922.21,EUR,salary,"Honorar"
DE75512108001245126199,2024-05-24,4962.97,EUR,salary,"Gehalt"
FR7614508590000000034317,2024-04-23,-655.61,EUR,rent,"Council Tax"
GB29NWBK60161331926819,2023-09-05,2165.14,GBP,salary,"Freelance Rechnung"
NL91ABNA0417164300,2024-10-28,-14.04,EUR,healthcare,"Apotheke"
FR7614508590000000034317,2023-10-21,-1457.79,EUR,travel,"British Airways"
IT60X0542811101000000123456,2024-01-11,-290.43,EUR,healthcare,"Fitnessstudio"
FR7614508590000000034317,2023-07-12,-203.16,EUR,healthcare,"Apotheke"
GB82WEST12345698765432,2023-07-08,-150.2,GBP,transport,"BVG Ticket"
DE36200400300014000000,2023-03-16,-197.49,EUR,transport,"Flixbus"
FR7614508590000000034317,2024-11-11,-118.78,EUR,transport,"Taxi"
IT60X0542811101000000123456,2023-04-01,-58.85,EUR,restaurants,"Nandos"
IT60X0542811101000000123456,2024-06-05,-2166.55,EUR,rent,"Rent"
GB82WEST12345698765432,2024-09-07,-278.17,GBP,healthcare,"Arztpraxis"
NL91ABNA0417164300,2023-02-21,-69.08,EUR,entertainment,"Theater"
DE75512108001245126199,2024-06-27,-88.43,EUR,shopping,"IKEA"
GB29NWBK60161331926819,2024-03-16,-355.77,GBP,shopping,"Amazon"
IT60X0542811101000000123456,2023-06-23,-47.48,EUR,restaurants,"Burger King"
NL91ABNA0417164300,2024-08-16,-100.95,EUR,restaurants,"Restaurant Milano"
IT60X0542811101000000123456,2023-03-08,-1791.43,EUR,rent,"Miete"
DE36200400300014000000,2023-01-09,-432.66,EUR,shopping,"John Lewis"
FR7614508590000000034317,2023-02-13,2479.57,EUR,salary,"Honorar"
ES9121000418450200051332,2024-04-15,-107.25,EUR,restaurants,"Wagamama"
FR7630006000011234567890189,2023-12-07,-118.56,EUR,transport,"Taxi"
GB29NWBK60161331926819,2024-04-08,-1564.54,GBP,rent,"Miete"
NL91ABNA0417164300,2023-10-05,-105.65,EUR,transport,"BVG Ticket"
DE36200400300014000000,2024-05-19,-263.18,EUR,healthcare,"Apotheke"
GB29NWBK60161331926819,2024-04-05,-474.31,GBP,shopping,"MediaMarkt"
DE89370400440532013000,2024-01-30,-75.69,EUR,restaurants,"Wagamama"
NL91ABNA0417164300,2024-11-06,-485.93,EUR,travel,"British Airways"
FR7630006000011234567890189,2024-01-14,-18.99,EUR,groceries,"Edeka"
ES9121000418450200051332,2024-05-10,-81.34,EUR,shopping,"Zalando"
DE36200400300014000000,2024-03-27,-247.16,EUR,shopping,"H&M"
DE75512108001245126199,2024-12-12,-59.77,EUR,groceries,"Edeka"
GB82WEST12345698765432,2024-03-07,-17.37,GBP,groceries,"ASDA"
NL91ABNA0417164300,2024-11-17,-57.77,EUR,groceries,"Aldi"
GB29NWBK60161331926819,2023-11-17,-40.68,GBP,entertainment,"Cinema Ticket"
GB82WEST12345698765432,2024-06-11,-198.85,GBP,transport,"BVG Ticket"
IT60X0542811101000000123456,2024-06-29,-269.16,EUR,healthcare,"NHS Prescription"
GB82WEST12345698765432,2023-03-21,-1204.25,GBP,travel,"Airbnb"
GB29NWBK60161331926819,2024-07-01,-15.92,GBP,entertainment,"Spotify"
ES9121000418450200051332,2023-12-19,-133.36,EUR,transport,"TfL Oyster"
GB29NWBK60161331926819,2024-11-23,-167.34,GBP,utilities,"BT Broadband"
DE89370400440532013000,2024-07-30,-5.42,EUR,entertainment,"Cinema Ticket"
GB82WEST12345698765432,2023-12-07,-402.71,GBP,shopping,"Zalando"
DE36200400300014000000,2024-10-23,-89.52,EUR,healthcare,"Fitnessstudio"
FR7630006000011234567890189,2023-09-08,-159.27,EUR,transport,"Deutsche Bahn"
ES9121000418450200051332,2023-12-15,2341.33,EUR,salary,"Gehalt"
DE36200400300014000000,2023-11-05,-114.8,EUR,healthcare,"Apotheke"
IT60X0542811101000000123456,2024-12-17,-44.68,EUR,groceries,"Kaufland"
FR7630006000011234567890189,2023-04-09,-238.98,EUR,utilities,"Internet DSL"
NL91ABNA0417164300,2023-01-15,-1263.08,EUR,travel,"Booking.com"
DE89370400440532013000,2024-05-28,-228.06,EUR,shopping,"H&M"
GB82WEST12345698765432,2024-02-09,-364.26,GBP,shopping,"ASOS"
IT60X0542811101000000123456,2023-08-21,-1257.72,EUR,travel,"Airbnb"
IT60X0542811101000000123456,2023-11-23,-134.09,EUR,shopping,"ASOS"
ES9121000418450200051332,2024-03-06,-117.39,EUR,restaurants,"Restaurant Milano"
GB82WEST12345698765432,2024-10-02,-1212.06,GBP,travel,"British Airways"
GB29NWBK60161331926819,2024-07-05,4231.95,GBP,salary,"Gehalt"
FR7630006000011234567890189,2023-03-06,-86.4,EUR,transport,"TfL Oyster"
IT60X0542811101000000123456,2023-07-23,-44.41,EUR,restaurants,"Pret a Manger"
DE75512108001245126199,2024-11-18,-79.03,EUR,utilities,"BT Broadband"
ES9121000418450200051332,2024-03-16,-106.78,EUR,groceries,"ASDA"
FR7630006000011234567890189,2024-07-04,-132.57,EUR,groceries,"Edeka"
ES9121000418450200051332,2024-08-15,-127.32,EUR,transport,"Deutsche Bahn"
GB29NWBK60161331926819,2024-09-22,-217,GBP,utilities,"Gas Rechnung"
FR7614508590000000034317,2024-04-06,-30.23,EUR,utilities,"Gas Rechnung"
DE75512108001245126199,2023-01-01,-49.26,EUR,entertainment,"Steam"
NL91ABNA0417164300,2024-05-26,3564.38,EUR,salary,"Freelance Rechnung"
ES9121000418450200051332,2024-04-29,1820.46,EUR,salary,"Consulting Fee"
DE75512108001245126199,2024-05-29,-37.08,EUR,entertainment,"Spotify"
DE89370400440532013000,2024-04-21,4197.24,EUR,salary,"Gehalt"
NL91ABNA0417164300,2023-04-12,-118.05,EUR,groceries,"Kaufland"
GB29NWBK60161331926819,2024-12-23,-212.33,GBP,utilities,"Internet DSL"
DE75512108001245126199,2023-10-29,-272.86,EUR,healthcare,"Fitnessstudio"
FR7630006000011234567890189,2024-08-29,-95.62,EUR,healthcare,"Fitnessstudio"
IT60X0542811101000000123456,2024-07-25,-95.46,EUR,restaurants,"Burger King"
ES9121000418450200051332,2023-01-14,-75.38,EUR,transport,"TfL Oyster"
GB29NWBK60161331926819,2024-11-16,-15.89,GBP,restaurants,"Wagamama"
NL91ABNA0417164300,2023-02-24,-163.73,EUR,shopping,"John Lewis"
ES9121000418450200051332,2023-03-04,-181.49,EUR,travel,"Booking.com"
DE75512108001245126199,2024-05-27,-103.2,EUR,healthcare,"Arztpraxis"
FR7614508590000000034317,2024-01-24,-49.06,EUR,entertainment,"Odeon Cinema"
DE89370400440532013000,2023-03-14,-1009.75,EUR,rent,"Miete"
ES9121000418450200051332,2023-07-19,-1011.58,EUR,travel,"Lufthansa"
GB29NWBK60161331926819,2023-03-17,-345.29,GBP,travel,"British Airways"
ES9121000418450200051332,2024-12-25,-44.34,EUR,transport,"National Rail"
DE36200400300014000000,2023-12-30,-472.04,EUR,shopping,"Amazon"
GB82WEST12345698765432,2024-05-14,1961.06,GBP,salary,"Honorar"
DE89370400440532013000,2023-12-21,-80.86,EUR,utilities,"BT Broadband"
NL91ABNA0417164300,2023-10-31,-122.56,EUR,shopping,"IKEA"
DE36200400300014000000,2023-08-18,-29.51,EUR,groceries,"Aldi"
FR7614508590000000034317,2024-10-03,-168.31,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2024-01-26,-94.21,EUR,healthcare,"NHS Prescription"
GB29NWBK60161331926819,2024-01-06,-87.82,GBP,restaurants,"Wagamama"
ES9121000418450200051332,2024-03-15,-78.33,EUR,transport,"Uber"
DE36200400300014000000,2024-07-02,-2477.2,EUR,rent,"Rent"
DE89370400440532013000,2023-03-04,4773.74,EUR,salary,"Freelance Rechnung"
FR7614508590000000034317,2024-08-10,-191.39,EUR,healthcare,"Apotheke"
DE36200400300014000000,2023-06-17,-188.72,EUR,utilities,"British Gas"
FR7614508590000000034317,2023-04-16,-163.73,EUR,healthcare,"Arztpraxis"
DE75512108001245126199,2024-05-02,-404.25,EUR,travel,"Lufthansa"
GB29NWBK60161331926819,2024-04-04,3500.08,GBP,salary,"Salary"
DE36200400300014000000,2023-10-10,-38.05,EUR,entertainment,"Theater"
ES9121000418450200051332,2023-12-18,-17.3,EUR,restaurants,"McDonalds"
DE75512108001245126199,2024-02-02,-143.05,EUR,utilities,"British Gas"
IT60X0542811101000000123456,2024-11-16,-124.6,EUR,groceries,"Sainsbury"
FR7630006000011234567890189,2024-01-10,-223.08,EUR,healthcare,"Boots Pharmacy"
FR7630006000011234567890189,2023-06-16,2995.35,EUR,salary,"Freelance Rechnung"
DE36200400300014000000,2024-04-02,-335.21,EUR,shopping,"Zalando"
DE75512108001245126199,2023-03-15,-153.16,EUR,transport,"Taxi"
IT60X0542811101000000123456,2024-11-11,-402.88,EUR,travel,"British Airways"
IT60X0542811101000000123456,2023-01-07,-152.87,EUR,healthcare,"Apotheke"
DE89370400440532013000,2024-04-16,-122.72,EUR,utilities,"BT Broadband"
IT60X0542811101000000123456,2023-07-20,-813.42,EUR,travel,"Lufthansa"
GB29NWBK60161331926819,2023-06-18,4769.38,GBP,salary,"Salary"
GB29NWBK60161331926819,2023-11-11,-82.58,GBP,restaurants,"Nandos"
DE36200400300014000000,2024-12-28,2644.52,EUR,salary,"Consulting Fee"
DE75512108001245126199,2023-02-01,-38.53,EUR,transport,"Uber"
NL91ABNA0417164300,2024-12-14,-1276.21,EUR,travel,"Hotel Reservation"
FR7630006000011234567890189,2024-03-28,-688.77,EUR,rent,"Miete"
DE75512108001245126199,2024-06-08,-75.86,EUR,entertainment,"Netflix"
FR7630006000011234567890189,2024-01-21,-28.5,EUR,entertainment,"Steam"
FR7614508590000000034317,2024-06-25,-58.55,EUR,entertainment,"Odeon Cinema"
NL91ABNA0417164300,2024-01-11,-2228.69,EUR,rent,"Rent"
DE75512108001245126199,2023-07-18,-1289.66,EUR,travel,"Booking.com"
IT60X0542811101000000123456,2024-10-17,-235.64,EUR,utilities,"EDF Energy"
FR7614508590000000034317,2023-09-28,-166.57,EUR,transport,"BVG Ticket"
NL91ABNA0417164300,2024-02-06,-79.4,EUR,entertainment,"Theater"
FR7614508590000000034317,2023-04-15,-73.02,EUR,restaurants,"McDonalds"
DE89370400440532013000,2023-01-30,-191.64,EUR,travel,"British Airways"
DE89370400440532013000,2024-06-25,-89.59,EUR,groceries,"Aldi"
GB29NWBK60161331926819,2024-08-23,-32.42,GBP,entertainment,"Netflix"
FR7630006000011234567890189,2024-03-15,-111.05,EUR,restaurants,"Burger King"
NL91ABNA0417164300,2023-03-18,-2012.86,EUR,rent,"Council Tax"
DE36200400300014000000,2024-09-24,-30.55,EUR,utilities,"Gas Rechnung"
DE75512108001245126199,2023-05-25,-66.95,EUR,groceries,"Kaufland"
NL91ABNA0417164300,2024-03-10,-19.52,EUR,entertainment,"Spotify"
FR7630006000011234567890189,2024-06-07,-23.93,EUR,transport,"Deutsche Bahn"
IT60X0542811101000000123456,2023-11-16,-10.92,EUR,healthcare,"Fitnessstudio"
DE89370400440532013000,2023-11-08,-100.29,EUR,utilities,"Stadtwerke Strom"
FR7630006000011234567890189,2023-05-21,-115.2,EUR,restaurants,"Restaurant Milano"
NL91ABNA0417164300,2023-08-31,-1329.96,EUR,rent,"Nebenkosten"
GB29NWBK60161331926819,2024-01-06,-185.96,GBP,transport,"Uber"
DE89370400440532013000,2023-11-16,-91.26,EUR,groceries,"ASDA"
GB82WEST12345698765432,2023-06-24,-116.48,GBP,healthcare,"Boots Pharmacy"
DE36200400300014000000,2023-10-31,-1506.66,EUR,rent,"Nebenkosten"
FR7630006000011234567890189,2024-02-10,-783.68,EUR,rent,"WG Anteil"
DE36200400300014000000,2024-04-02,-49.39,EUR,shopping,"John Lewis"
NL91ABNA0417164300,2023-04-17,-137.26,EUR,transport,"BVG Ticket"
GB29NWBK60161331926819,2024-05-23,-29.31,GBP,restaurants,"Pret a Manger"
DE36200400300014000000,2024-05-13,-64.36,EUR,entertainment,"Steam"
FR7630006000011234567890189,2024-07-08,-17.98,EUR,groceries,"Lidl"
NL91ABNA0417164300,2024-09-17,-140.54,EUR,transport,"Uber"
DE75512108001245126199,2023-11-10,-166.28,EUR,healthcare,"Arztpraxis"
FR7630006000011234567890189,2024-07-18,2435.8,EUR,salary,"Gehalt"
FR7614508590000000034317,2024-04-25,-105.62,EUR,groceries,"Sainsbury"
GB29NWBK60161331926819,2023-09-27,1819.62,GBP,salary,"Consulting Fee"
GB29NWBK60161331926819,2024-11-23,-544.07,GBP,travel,"easyJet"
FR7630006000011234567890189,2023-04-07,-53.66,EUR,transport,"National Rail"
NL91ABNA0417164300,2024-12-11,3369.64,EUR,salary,"Freelance Rechnung"
DE75512108001245126199,2023-08-19,-31,EUR,groceries,"Aldi"
DE36200400300014000000,2024-10-08,-78.6,EUR,restaurants,"Wagamama"
FR7614508590000000034317,2023-12-21,-129.74,EUR,groceries,"Sainsbury"
FR7630006000011234567890189,2023-12-26,-77.31,EUR,groceries,"Edeka"
FR7614508590000000034317,2023-12-25,-124.08,EUR,groceries,"Edeka"
DE75512108001245126199,2024-11-19,-63.24,EUR,entertainment,"Cinema Ticket"
NL91ABNA0417164300,2023-06-24,-353.86,EUR,travel,"Hotel Reservation"
GB29NWBK60161331926819,2024-12-02,-37.09,GBP,transport,"TfL Oyster"
FR7630006000011234567890189,2024-02-24,-218.89,EUR,utilities,"BT Broadband"
FR7614508590000000034317,2024-01-24,-65.53,EUR,transport,"Flixbus"
GB29NWBK60161331926819,2024-07-14,-66,GBP,entertainment,"Theater"
DE89370400440532013000,2023-10-10,-45.95,EUR,transport,"TfL Oyster"
FR7630006000011234567890189,2023-03-09,-803.17,EUR,rent,"Council Tax"
GB82WEST12345698765432,2024-03-01,4164.92,GBP,salary,"Honorar"
FR7630006000011234567890189,2024-01-18,-411.63,EUR,shopping,"ASOS"
IT60X0542811101000000123456,2024-11-11,-1202.46,EUR,travel,"British Airways"
GB82WEST12345698765432,2023-01-17,-525.39,GBP,travel,"Airbnb"
DE36200400300014000000,2024-06-24,-79.83,EUR,transport,"TfL Oyster"
FR7614508590000000034317,2023-05-22,2070.99,EUR,salary,"Consulting Fee"
DE89370400440532013000,2023-10-12,-71.48,EUR,groceries,"REWE Supermarket"
DE36200400300014000000,2023-01-07,-467.09,EUR,shopping,"Zalando"
IT60X0542811101000000123456,2023-11-27,-106.73,EUR,healthcare,"Fitnessstudio"
DE36200400300014000000,2023-10-12,-25.39,EUR,transport,"BVG Ticket"
DE36200400300014000000,2024-05-26,-39.75,EUR,healthcare,"Fitnessstudio"
NL91ABNA0417164300,2023-06-02,-222.77,EUR,shopping,"ASOS"
GB82WEST12345698765432,2024-07-14,-156.37,GBP,healthcare,"Arztpraxis"
ES9121000418450200051332,2024-05-27,-980.9,EUR,rent,"Miete"
IT60X0542811101000000123456,2024-04-18,-491.05,EUR,travel,"easyJet"
DE89370400440532013000,2024-05-13,-228.74,EUR,utilities,"British Gas"
GB29NWBK60161331926819,2024-03-08,-1330.55,GBP,travel,"easyJet"
FR7614508590000000034317,2023-02-26,-385.08,EUR,shopping,"H&M"
GB82WEST12345698765432,2023-10-24,-142.07,GBP,utilities,"Stadtwerke Strom"
GB29NWBK60161331926819,2023-09-01,-133,GBP,groceries,"Aldi"
ES9121000418450200051332,2023-06-24,-113.71,EUR,travel,"British Airways"
DE36200400300014000000,2024-07-02,-137.33,EUR,healthcare,"Boots Pharmacy"
FR7614508590000000034317,2024-05-03,3376.36,EUR,salary,"Honorar"
GB29NWBK60161331926819,2023-11-01,-13.13,GBP,transport,"National Rail"
ES9121000418450200051332,2024-12-29,-1019.06,EUR,rent,"Nebenkosten"
GB82WEST12345698765432,2024-02-17,-2279.67,GBP,rent,"Rent"
ES9121000418450200051332,2024-12-02,-1043.52,EUR,travel,"easyJet"
ES9121000418450200051332,2023-05-26,-32.29,EUR,restaurants,"McDonalds"
GB29NWBK60161331926819,2023-08-20,1579.88,GBP,salary,"Honorar"
DE89370400440532013000,2024-07-20,-242.15,EUR,healthcare,"Arztpraxis"
FR7614508590000000034317,2024-08-22,-1497.05,EUR,travel,"Booking.com"
GB82WEST12345698765432,2024-03-02,-1865.81,GBP,rent,"Nebenkosten"
FR7630006000011234567890189,2023-01-14,-13.89,EUR,transport,"Uber"
DE89370400440532013000,2023-10-04,-53.3,EUR,restaurants,"Restaurant Milano"
DE75512108001245126199,2024-07-08,2623.91,EUR,salary,"Consulting Fee"
FR7614508590000000034317,2023-02-24,-1215.83,EUR,travel,"British Airways"
IT60X0542811101000000123456,2024-11-24,2662.43,EUR,salary,"Consulting Fee"
IT60X0542811101000000123456,2023-12-01,-278.64,EUR,shopping,"John Lewis"
DE36200400300014000000,2023-10-20,-85.98,EUR,restaurants,"Nandos"
GB29NWBK60161331926819,2023-12-08,4262.12,GBP,salary,"Consulting Fee"
GB29NWBK60161331926819,2023-09-03,-882.26,GBP,travel,"British Airways"
DE36200400300014000000,2023-05-09,-132.85,EUR,transport,"Deutsche Bahn"
DE75512108001245126199,2023-04-17,-203.91,EUR,utilities,"BT Broadband"
ES9121000418450200051332,2024-08-30,-1422.97,EUR,rent,"Rent"
DE89370400440532013000,2023-11-09,-174.37,EUR,transport,"National Rail"
FR7630006000011234567890189,2023-06-28,-98.87,EUR,groceries,"ASDA"
IT60X0542811101000000123456,2024-01-31,-2243.13,EUR,rent,"Rent"
DE36200400300014000000,2023-10-08,3505.84,EUR,salary,"Honorar"
FR7614508590000000034317,2024-09-18,4612.51,EUR,salary,"Freelance Rechnung"
ES9121000418450200051332,2024-11-29,-9.18,EUR,transport,"Taxi"
GB29NWBK60161331926819,2023-11-03,-455.97,GBP,travel,"British Airways"
IT60X0542811101000000123456,2024-03-10,-105.17,EUR,restaurants,"Burger King"
DE36200400300014000000,2023-11-03,-73.78,EUR,groceries,"Kaufland"
GB29NWBK60161331926819,2024-03-16,-137.42,GBP,groceries,"Edeka"
FR7630006000011234567890189,2023-02-02,-165.77,EUR,transport,"TfL Oyster"
DE36200400300014000000,2024-09-01,-96.9,EUR,restaurants,"McDonalds"
IT60X0542811101000000123456,2023-09-12,2920.22,EUR,salary,"Gehalt"
DE89370400440532013000,2024-07-31,-85.59,EUR,groceries,"Lidl"
ES9121000418450200051332,2024-11-24,-61.61,EUR,groceries,"ASDA"
FR7630006000011234567890189,2023-01-14,-28.79,EUR,entertainment,"Cinema Ticket"
FR7630006000011234567890189,2024-01-30,-104.58,EUR,restaurants,"McDonalds"
NL91ABNA0417164300,2023-12-27,-129.46,EUR,utilities,"Internet DSL"
IT60X0542811101000000123456,2024-07-26,-21.36,EUR,groceries,"REWE Supermarket"
GB29NWBK60161331926819,2024-05-15,-74.54,GBP,transport,"Taxi"
DE36200400300014000000,2023-01-07,-49.83,EUR,entertainment,"Theater"
DE75512108001245126199,2023-08-05,-751.2,EUR,rent,"Nebenkosten"
IT60X0542811101000000123456,2023-09-16,-79.02,EUR,healthcare,"Arztpraxis"
GB29NWBK60161331926819,2023-12-13,-230.6,GBP,shopping,"Zalando"
IT60X0542811101000000123456,2024-11-19,4045.99,EUR,salary,"Honorar"
DE89370400440532013000,2023-01-02,-100.62,EUR,transport,"Flixbus"
FR7614508590000000034317,2023-10-12,-133.14,EUR,groceries,"REWE Supermarket"
DE89370400440532013000,2023-12-30,-24.3,EUR,transport,"Flixbus"
DE89370400440532013000,2023-11-14,-207.09,EUR,utilities,"Internet DSL"
GB29NWBK60161331926819,2023-03-07,-23.58,GBP,transport,"TfL Oyster"
ES9121000418450200051332,2023-07-23,-81.73,EUR,groceries,"Sainsbury"
DE36200400300014000000,2023-03-10,-32.61,EUR,utilities,"BT Broadband"
IT60X0542811101000000123456,2024-05-05,1778.56,EUR,salary,"Honorar"
DE36200400300014000000,2024-09-17,-999.06,EUR,travel,"British Airways"
DE75512108001245126199,2024-04-06,-1545.59,EUR,rent,"Nebenkosten"
DE36200400300014000000,2024-11-14,-350.39,EUR,travel,"Airbnb"
FR7630006000011234567890189,2023-05-27,-289.54,EUR,shopping,"Amazon"
GB29NWBK60161331926819,2023-01-30,-32.51,GBP,utilities,"Gas Rechnung"
DE89370400440532013000,2024-10-03,-65.16,EUR,restaurants,"McDonalds"
FR7630006000011234567890189,2023-02-06,-178.19,EUR,utilities,"Stadtwerke Strom"
IT60X0542811101000000123456,2024-02-07,4354.54,EUR,salary,"Gehalt"
FR7614508590000000034317,2024-12-14,-141.9,EUR,groceries,"Tesco"
GB29NWBK60161331926819,2024-01-01,-83.81,GBP,restaurants,"McDonalds"
IT60X0542811101000000123456,2024-08-13,-220.11,EUR,utilities,"Gas Rechnung"
DE89370400440532013000,2023-07-14,-72.7,EUR,restaurants,"Restaurant Milano"
FR7630006000011234567890189,2023-12-04,-144.52,EUR,transport,"National Rail"
GB29NWBK60161331926819,2024-04-23,-30.54,GBP,restaurants,"McDonalds"
IT60X0542811101000000123456,2024-09-18,-1371,EUR,rent,"WG Anteil"
NL91ABNA0417164300,2024-05-23,-142.74,EUR,utilities,"BT Broadband"
GB29NWBK60161331926819,2023-12-31,-147.28,GBP,groceries,"Lidl"
DE89370400440532013000,2023-08-15,-204.09,EUR,utilities,"British Gas"
DE89370400440532013000,2023-10-09,-174.39,EUR,shopping,"Zalando"
GB82WEST12345698765432,2024-12-30,-64.64,GBP,entertainment,"Cinema Ticket"
ES9121000418450200051332,2024-12-19,-21.51,EUR,shopping,"MediaMarkt"
DE89370400440532013000,2023-07-28,-229.25,EUR,healthcare,"NHS Prescription"
FR7630006000011234567890189,2023-06-09,-127.86,EUR,healthcare,"Apotheke"
GB29NWBK60161331926819,2024-12-11,-91.35,GBP,groceries,"Sainsbury"
IT60X0542811101000000123456,2023-05-12,3798.52,EUR,salary,"Freelance Rechnung"
ES9121000418450200051332,2023-01-10,-55.35,EUR,restaurants,"Pret a Manger"
GB29NWBK60161331926819,2024-12-16,-141.2,GBP,groceries,"Lidl"
FR7630006000011234567890189,2024-05-21,-186.55,EUR,transport,"BVG Ticket"
FR7630006000011234567890189,2023-06-30,-87.78,EUR,groceries,"Aldi"
DE36200400300014000000,2024-05-27,-114.6,EUR,restaurants,"Restaurant Milano"
GB82WEST12345698765432,2024-06-17,-54.65,GBP,groceries,"Edeka"
NL91ABNA0417164300,2023-09-29,-27.28,EUR,transport,"Uber"
DE89370400440532013000,2023-04-14,-158.1,EUR,utilities,"EDF Energy"
FR7630006000011234567890189,2024-03-13,-504.03,EUR,travel,"British Airways"
GB82WEST12345698765432,2023-08-31,-58.38,GBP,transport,"Taxi"
DE36200400300014000000,2023-08-25,-198.28,EUR,transport,"TfL Oyster"
ES9121000418450200051332,2024-11-17,-73.28,EUR,utilities,"Gas Rechnung"
FR7630006000011234567890189,2023-12-20,-1575.1,EUR,rent,"Nebenkosten"
FR7630006000011234567890189,2024-03-27,-107.3,EUR,shopping,"Zalando"
FR7614508590000000034317,2023-10-16,-177.77,EUR,transport,"Deutsche Bahn"
DE75512108001245126199,2023-02-02,4116.75,EUR,salary,"Freelance Rechnung"
NL91ABNA0417164300,2023-03-08,-97.19,EUR,transport,"Deutsche Bahn"
NL91ABNA0417164300,2023-12-29,-92.86,EUR,restaurants,"Pret a Manger"
GB29NWBK60161331926819,2024-12-24,-11.52,GBP,entertainment,"Theater"
DE36200400300014000000,2024-08-24,-40.52,EUR,transport,"Uber"
DE89370400440532013000,2023-06-06,3805.67,EUR,salary,"Salary"
DE75512108001245126199,2024-04-23,-149.17,EUR,utilities,"BT Broadband"
DE89370400440532013000,2024-04-07,3518.79,EUR,salary,"Gehalt"
NL91ABNA0417164300,2023-06-28,-2281.87,EUR,rent,"WG Anteil"
FR7630006000011234567890189,2024-12-20,-1911.1,EUR,rent,"Council Tax"
GB82WEST12345698765432,2024-05-05,-1532.64,GBP,rent,"Council Tax"
ES9121000418450200051332,2023-02-26,-113.38,EUR,groceries,"Edeka"
IT60X0542811101000000123456,2023-03-09,-56.21,EUR,restaurants,"Pret a Manger"
GB82WEST12345698765432,2023-05-18,-1199.7,GBP,rent,"Rent"
GB29NWBK60161331926819,2024-08-01,-73.78,GBP,utilities,"Stadtwerke Strom"
GB29NWBK60161331926819,2023-09-07,-62.31,GBP,entertainment,"Spotify"
DE36200400300014000000,2024-01-21,-152.35,EUR,travel,"Lufthansa"
DE89370400440532013000,2023-07-25,2990.48,EUR,salary,"Honorar"
GB82WEST12345698765432,2024-02-05,-15.32,GBP,groceries,"Lidl"
IT60X0542811101000000123456,2024-12-20,-79.7,EUR,entertainment,"Odeon Cinema"
GB29NWBK60161331926819,2024-12-11,-103.25,GBP,shopping,"ASOS"
DE89370400440532013000,2024-04-16,-144.03,EUR,groceries,"Kaufland"
GB82WEST12345698765432,2024-11-08,-11.13,GBP,transport,"Deutsche Bahn"
NL91ABNA0417164300,2024-06-11,-71.13,EUR,transport,"Uber"
GB29NWBK60161331926819,2024-09-19,-206.06,GBP,utilities,"Stadtwerke Strom"
DE89370400440532013000,2024-01-30,-127.61,EUR,travel,"Booking.com"
DE75512108001245126199,2024-01-13,-136.21,EUR,groceries,"Sainsbury"
FR7630006000011234567890189,2023-08-13,-8.29,EUR,restaurants,"Pret a Manger"
DE75512108001245126199,2024-10-27,-170.51,EUR,shopping,"H&M"
NL91ABNA0417164300,2024-11-22,-1185.2,EUR,rent,"Council Tax"
DE89370400440532013000,2023-04-03,-66.24,EUR,entertainment,"Odeon Cinema"
GB29NWBK60161331926819,2024-09-23,-2221.94,GBP,rent,"WG Anteil"
GB29NWBK60161331926819,2024-02-21,-105.9,GBP,shopping,"John Lewis"
FR7630006000011234567890189,2024-06-29,-657.53,EUR,rent,"Nebenkosten"
ES9121000418450200051332,2024-12-18,-75.3,EUR,restaurants,"Wagamama"
DE75512108001245126199,2023-08-19,-717.3,EUR,rent,"Nebenkosten"
DE89370400440532013000,2023-08-24,-146.15,EUR,transport,"Uber"
DE36200400300014000000,2024-02-07,-159.91,EUR,healthcare,"Apotheke"
GB82WEST12345698765432,2023-12-05,-206.94,GBP,shopping,"MediaMarkt"
FR7630006000011234567890189,2023-08-29,-1291.49,EUR,travel,"Airbnb"
IT60X0542811101000000123456,2023-12-24,-154.74,EUR,transport,"Taxi"
DE75512108001245126199,2024-11-26,-1117.78,EUR,travel,"easyJet"
DE89370400440532013000,2023-05-18,-1907.25,EUR,rent,"WG Anteil"
GB29NWBK60161331926819,2024-03-01,-76.45,GBP,restaurants,"Burger King"
FR7630006000011234567890189,2023-04-12,-202.76,EUR,healthcare,"NHS Prescription"
ES9121000418450200051332,2024-04-20,4053.85,EUR,salary,"Honorar"
DE75512108001245126199,2023-01-27,-119.41,EUR,restaurants,"McDonalds"
GB82WEST12345698765432,2024-06-15,-7.96,GBP,entertainment,"Steam"
FR7614508590000000034317,2024-02-03,-107.82,EUR,groceries,"Kaufland"
NL91ABNA0417164300,2023-09-12,-75.18,EUR,restaurants,"Nandos"
FR7630006000011234567890189,2023-06-09,-49.33,EUR,restaurants,"McDonalds"
GB29NWBK60161331926819,2024-07-21,-13.12,GBP,restaurants,"Burger King"
FR7614508590000000034317,2023-11-15,-144.79,EUR,transport,"Uber"
GB29NWBK60161331926819,2024-02-04,-53.78,GBP,shopping,"H&M"
